,concept_name,count,count_emotion,count_sadness,count_joy,count_fear,count_anger,count_surprise,count_disgust,count_trust,count_anticipation,count_confusion,count_denial
2887,CLIP - Codes for radiology reports,,1.0,,,,,,,,,1.0,
2888,Cross-Linking and Immunoprecipitation,,1.0,,,,,,,,,1.0,
2889,Repeat,,1.0,,,,,,,,,1.0,
2890,Repeat Object,,1.0,,,,,,,,,1.0,
2891,Repeat Pattern,,1.0,,,,,,,,,1.0,
2892,Immediate,,1.0,,,,,,,,,1.0,
2893,Immediate Testing,,1.0,,,,,,,,,1.0,
2894,Query Priority - Immediate,,1.0,,,,,,,,,1.0,
2895,Stat (do immediately),,1.0,,,,,,,,,1.0,
2896,immediate - ResponseCode,,1.0,,,,,,,,,1.0,
2897,carboplatin,,2.0,,,,,,,,,1.0,1.0
2898,Row (arrangement),,1.0,,,,,,,,,1.0,
2899,row - Table,,1.0,,,,,,,,,1.0,
2900,Company (organization),,1.0,,,,,,,,,1.0,
2901,Case (situation),,2.0,,,,,,,,,1.0,1.0
2902,Pediatric,,1.0,,,,,,,,,1.0,
2903,Search - action,,1.0,,,,,,,,,1.0,
2904,search - EntityNameUse,,1.0,,,,,,,,,1.0,
2905,Structure of right buttock,,1.0,,,,,,,,,1.0,
2906,Action Code - No change,,1.0,,,,,,,,,1.0,
2907,No status change,,1.0,,,,,,,,,1.0,
2908,8 Hours,,2.0,,,,,,,,,1.0,1.0
2909,Daktarin,,1.0,,,,,,,,,1.0,
2910,Entire hand,,1.0,,,,,,,,,1.0,
2911,Stress Fractures,,1.0,,,,,,,,,1.0,
2912,Today,,3.0,,,,,,,,,1.0,2.0
2913,Today (temporal qualifier),,3.0,,,,,,,,,1.0,2.0
2914,Magnetic Resonance Imaging (MRI) of Shoulder,,1.0,,,,,,,,,1.0,
2915,Precaution Code - Confused,,1.0,,,,,,,,,1.0,
2916,probenecid,,1.0,,,,,,,,,1.0,
2917,Gastric (qualifier value),,1.0,,,,,,,,,1.0,
2918,Misdiagnosis,,1.0,,,,,,,,,1.0,
2919,Then - dosing instruction fragment,,1.0,,,,,,,,,,1.0
2920,False,,1.0,,,,,,,,,,1.0
2921,Pseudo brand of pseudoephedrine,,1.0,,,,,,,,,,1.0
2922,Anatomical Apparatus,,1.0,,,,,,,,,,1.0
2923,manufactured apparatus,,1.0,,,,,,,,,,1.0
2924,Obstetrics and gynecology (clinical specialty),,1.0,,,,,,,,,,1.0
2925,Machine,,1.0,,,,,,,,,,1.0
2926,Physical therapy exercises,,1.0,,,,,,,,,,1.0
2927,Clinical immunologist,,1.0,,,,,,,,,,1.0
2928,Dairy Cream,,1.0,,,,,,,,,,1.0
2929,Psychologist,,1.0,,,,,,,,,,1.0
2930,Clinical Study Case,,1.0,,,,,,,,,,1.0
2931,Packaging Case,,1.0,,,,,,,,,,1.0
2932,True Case Status,,1.0,,,,,,,,,,1.0
2933,resorts,,1.0,,,,,,,,,,1.0
2934,IVE Regimen,,1.0,,,,,,,,,,1.0
2935,Microplate Well,,1.0,,,,,,,,,,1.0
2936,Well,,1.0,,,,,,,,,,1.0
2937,Well Marginated Nodule,,1.0,,,,,,,,,,1.0
2938,Trauma,,1.0,,,,,,,,,,1.0
2939,Original,,1.0,,,,,,,,,,1.0
2940,Original Regulatory Submission,,1.0,,,,,,,,,,1.0
2941,"Trauma, nursing specialty",,1.0,,,,,,,,,,1.0
2942,Wounds and Injuries,,1.0,,,,,,,,,,1.0
2943,Diabetic Retinopathy,,1.0,,,,,,,,,,1.0
2944,dorsal raphe nucleus,,1.0,,,,,,,,,,1.0
2945,Delayed Release Dosage Form,,1.0,,,,,,,,,,1.0
2946,Derung Chinese,,1.0,,,,,,,,,,1.0
2947,Device to Subject Relationship Domain,,1.0,,,,,,,,,,1.0
2948,GDC Disease Response Terminology,,1.0,,,,,,,,,,1.0
2949,Hotlines,,1.0,,,,,,,,,,1.0
2950,Zetia,,1.0,,,,,,,,,,1.0
2951,Counseling,,1.0,,,,,,,,,,1.0
2952,Boat (physical object),,1.0,,,,,,,,,,1.0
2953,Americas Ethnicity,,1.0,,,,,,,,,,1.0
2954,Dermatologist,,1.0,,,,,,,,,,1.0
2955,Encounter Referral Source - emergency room,,1.0,,,,,,,,,,1.0
2956,"Physicians, Family",,1.0,,,,,,,,,,1.0
2957,Appendicitis,,1.0,,,,,,,,,,1.0
2958,"Appendicitis, CTCAE",,1.0,,,,,,,,,,1.0
2959,Colonic Diseases,,1.0,,,,,,,,,,1.0
2960,Amount of stool,,1.0,,,,,,,,,,1.0
2961,Amount:Finding:Point in time:Stool = Fecal:Ordinal,,1.0,,,,,,,,,,1.0
2962,Colon structure (body structure),,1.0,,,,,,,,,,1.0
2963,Entire colon,,1.0,,,,,,,,,,1.0
2964,"TUBE,COLON,22FR,RADIOPAQUE RUBBER B#7370",,1.0,,,,,,,,,,1.0
2965,Distal (qualifier value),,1.0,,,,,,,,,,1.0
2966,Nipple tenderness,,1.0,,,,,,,,,,1.0
2967,Hydatidiform Mole,,1.0,,,,,,,,,,1.0
2968,Birth,,1.0,,,,,,,,,,1.0
2969,Childbirth,,1.0,,,,,,,,,,1.0
2970,Color,,1.0,,,,,,,,,,1.0
2971,Dark brown,,1.0,,,,,,,,,,1.0
2972,Entity Name Part Qualifier - birth,,1.0,,,,,,,,,,1.0
2973,Left breast,,1.0,,,,,,,,,,1.0
2974,Melanocytic nevus of skin,,1.0,,,,,,,,,,1.0
2975,Name Given at Birth,,1.0,,,,,,,,,,1.0
2976,Gynecologic,,1.0,,,,,,,,,,1.0
2977,3 Weeks,,1.0,,,,,,,,,,1.0
2978,Inconsistent,,1.0,,,,,,,,,,1.0
2979,Biospecimen,,1.0,,,,,,,,,,1.0
2980,Specimen,,1.0,,,,,,,,,,1.0
2981,Desiccation,,1.0,,,,,,,,,,1.0
2982,Dry,,1.0,,,,,,,,,,1.0
2983,Dry skin,,1.0,,,,,,,,,,1.0
2984,Dryness (characteristic),,1.0,,,,,,,,,,1.0
2985,Special Handling Code - Dry,,1.0,,,,,,,,,,1.0
2986,Pediatrician (occupation),,1.0,,,,,,,,,,1.0
2987,End,,1.0,,,,,,,,,,1.0
2988,"Endoglin, human",,1.0,,,,,,,,,,1.0
2989,end - ActRelationshipCheckpoint,,1.0,,,,,,,,,,1.0
2990,oxygen,,1.0,,,,,,,,,,1.0
2991,Ventolin,,1.0,,,,,,,,,,1.0
2992,Oxygen Equipment Location,,1.0,,,,,,,,,,1.0
